name,genres,features,rating,price
Mr. Massagy,"Sexual Content, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",N/A,$5.99
UNCORPOREAL - Holographic Photography Demo,Education,"Tracked Controller Support, VR Only",N/A,Free
Pozzo Jello Crusade,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$2.99
Base Raid,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",N/A,$4.99
Tiger & Bunny The Movie: The Beginning,N/A,"Full controller support, Native Steam Controller Support",N/A,N/A
Tiger & Bunny The Movie 2: The Rising,N/A,"Full controller support, Native Steam Controller Support",N/A,N/A
Aleph Null,"Action, Casual, Simulation, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$0.99
CrossWorlds: Escape,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$11.99
Offworld Trading Company - The Ceres Initiative DLC,"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Family Sharing",N/A,$6.99
Unaided: 1939,"Action, Indie","Single-player, Steam Achievements, Family Sharing",N/A,$4.99
Glass Masquerade,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$4.99
Malavision: The Beginning,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing",N/A,$4.99
Nanuleu,"Indie, Strategy","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",N/A,$2.99
MoonQuest,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$19.99
World of Golf,"Casual, Indie, Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Tracked Controller Support, VR Only, Remote Play Together, Family Sharing",N/A,$4.99
NIGHTSTAR,"Action, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",N/A,$9.99
Space Jones VR,Indie,"Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$4.99
Adventure Of Thieves,"Action, Casual, Indie, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases, Includes level editor, Family Sharing",N/A,$0.99
"Max, an Autistic Journey","Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$4.99
TANE DLC: GT GP9 2 Pack,Simulation,"Single-player, Multi-player, Co-op, Downloadable Content, Family Sharing",N/A,$18.99
Beachhead 2002,"Action, Casual","Single-player, Family Sharing",46,$1.99
Fate/EXTELLA,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$39.99
Duck Force,"Action, Adventure, Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$9.99
Ship It,"Action, Casual, Indie, Early Access","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Captions available, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",N/A,$9.99
Duck Force Demo,"Action, Adventure, Casual, Indie, Simulation","Single-player, Game demo, VR Only",N/A,Free
MAGIX Video deluxe 2017 Plus Steam Edition,Video Production,N/A,N/A,N/A
Airborne Empires,"Indie, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Family Sharing",N/A,N/A
Gal*Gun: Double Peace,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$29.99
One Day in London - Chapter III,"Adventure, Casual, Indie","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$5.99
Retro Football Boss,"Indie, Simulation, Sports, Strategy, Early Access","Single-player, Family Sharing",N/A,$11.99
ONRAID,"Action, Free To Play, Indie, Massively Multiplayer, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Partial Controller Support",N/A,Free
CHEXS,Strategy,"Single-player, Multi-player, PvP, Online PvP, Family Sharing",N/A,$7.99
Le Havre: The Inland Port,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Turn Notifications, Remote Play Together, Family Sharing",N/A,$6.99
"VR Ultimate Paintball: Heartbreak, Regret & Paintbots","Action, Indie, Early Access","Single-player, Tracked Controller Support, VR Only, Stats, Family Sharing",N/A,$0.99
Business tour. Football: Coach,"Casual, Free To Play, Indie, Massively Multiplayer, Simulation, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Leaderboards",N/A,N/A
Fantasy Grounds - Darkwoulfe's Token Pack Volume 14,"Indie, RPG, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content, Family Sharing",N/A,$4.99
Reproduction Man,Indie,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$1.99
Handsome Mr. Frog OST,"Action, Indie","Single-player, Downloadable Content, Family Sharing",N/A,$0.99
Gravity Shot,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing",N/A,$7.99
Doorways: Holy Mountains of Flesh Demo,"Action, Adventure, Indie","Single-player, Game demo, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",N/A,Free
Fallout 3 Gameplay Video: 2 of 5,RPG,Family Sharing,N/A,N/A
Kite,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Captions available, Family Sharing",N/A,$9.99
Box Maze,"Action, Adventure, Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Remote Play Together, Family Sharing",N/A,$4.99
Stay! Stay! Democratic People's Republic of Korea!,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Captions available, Family Sharing",N/A,$9.99
Hue Defense,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$4.99
Fancy Skiing VR,"Adventure, Sports","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$9.99
Tank Defense Division,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Includes level editor, Remote Play Together, Family Sharing",N/A,$4.99
ChuSingura46+1 S - Chapter 4 & 5,Adventure,"Single-player, Downloadable Content",N/A,$12.99
Cosmos Crash VR,"Casual, Indie","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$3.99
Nakiti Generations,"Action, Adventure, Indie, Early Access","Single-player, Partial Controller Support, Family Sharing",N/A,$6.99
Smile Game Builder Demo,"Design & Illustration, Web Publishing","Single-player, Game demo, Partial Controller Support",N/A,Free
Swordlord,"Action, Indie","Single-player, Family Sharing",N/A,$0.99
Volleying,"Casual, Indie, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$0.99
the research facility NO.507,"Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Family Sharing",N/A,$3.99
Nightshade,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$34.99
Fantasy Grounds - Fantastic Maps: Pirates!,"Indie, RPG, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content, Family Sharing",N/A,$2.99
Trickster VR: Co-op Dungeon Crawler,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",N/A,$12.99
Sally's Law,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",N/A,$3.99
Duckpocalypse,"Action, Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",N/A,$2.99
Oh...Sir!! The Insult Simulator,"Indie, Simulation","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",64,$0.79
Avalon Legends Solitaire 2,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$9.99
Home - A VR Spacewalk,"Action, Adventure","Single-player, Tracked Controller Support, VR Only",N/A,Free
Goblins and Grottos - Original Music,"Action, Adventure, Casual, Indie","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",N/A,Free
Unbox: Newbie's Adventure,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",68,$19.99
TS Marketplace: LMS P3 Coaches Pack 04 Add-On,Simulation,"Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$4.99
Tom Clancy's Rainbow Six Siege - Kapkan Assassin's Creed Skin,Action,"Single-player, Multi-player, Co-op, Downloadable Content, Partial Controller Support",N/A,N/A
Double Fine Adventure: Ep01 - A Perfect Storm For Adventure,N/A,"Full controller support, Native Steam Controller Support, Steam Trading Cards",N/A,N/A
Hero Boy,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$4.99
Fantasy Grounds - Darkwoulfe's Token Pack Volume 15,"Indie, RPG, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content, Family Sharing",N/A,$4.99
Multiscreens,"Utilities, Early Access","VR Only, Partial Controller Support",N/A,$9.99
69 Ways to Kill a Zombie,"Action, Adventure, Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",N/A,$0.99
Wave Magic VR,"Action, Indie, RPG, Early Access","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",N/A,$5.99
Make America Great Again,"Action, Casual, Indie, Strategy","Single-player, Family Sharing",N/A,$2.99
Nature And Life - Drunk On Nectar,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",N/A,$14.99
The Pirate: Caribbean Hunt,"Action, Adventure, Free To Play, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Steam Cloud",N/A,Free
Looterkings - ProGamer Pack,"Action, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Downloadable Content, Family Sharing",N/A,Free
Zombie Estate 2,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",N/A,$4.99
Tails Demo,"Casual, Indie","Single-player, Game demo, VR Only",N/A,Free
ARK: Scorched Earth - Expansion Pack,"Action, Adventure, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Co-op, Downloadable Content, Steam Achievements, Full controller support, VR Support, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Family Sharing",N/A,N/A
Cursed West,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$0.59
HoCWar,"Free To Play, Strategy","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards",N/A,Free
Reigns - Soundtrack,"Adventure, Indie, RPG, Simulation","Single-player, Downloadable Content, Family Sharing",N/A,$0.99
VR Gallery,Design & Illustration,"Tracked Controller Support, VR Only",N/A,$2.99
Final Quest,"Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$1.99
Winter Novel - Screensaver,"Casual, Indie, Simulation","Single-player, Downloadable Content, Family Sharing",N/A,$0.99
Pan-Dimensional Conga Combat,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",N/A,$4.99
Duckles: the Jigsaw Witch,"Action, Adventure, Indie","Single-player, Co-op, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$4.99
Velocidevorium,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",N/A,N/A
Flat Path,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$0.99
One Giant Leap,"Action, Adventure, Racing","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$3.99
IACTURA,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",N/A,$0.99
Quern - Undying Thoughts,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Family Sharing",83,$24.99
TANE DLC: CN GP9 Phase I & II (2 Pack),Simulation,"Single-player, Multi-player, Co-op, Downloadable Content, Family Sharing",N/A,$19.99
Zombie Trigger,"Adventure, Casual, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$2.99
TANE DLC: ITC GP7 Phase I & II (2 Pack),Simulation,"Single-player, Multi-player, Co-op, Downloadable Content, Family Sharing",N/A,$17.99
TANE DLC: PRR GP9 (2 Pack),Simulation,"Single-player, Multi-player, Co-op, Downloadable Content, Family Sharing",N/A,$17.99
Corona Blossom Theme Song EP,Casual,Additional High-Quality Audio,N/A,$3.99
Elsinore,"Adventure, Indie, Simulation","Single-player, Full controller support, Steam Cloud, Family Sharing",68,$9.99
Streets of Rogue,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$19.99
